drugbank_id	name	groups	pubchem_ids	description	indications	targets
DB01241	Gemfibrozil	approved	3463	-	"Gemfibrozil is indicated to treat patients with Types IV and V hyperlipidemia who have elevated serum triglycerides (usually above 2000mg/dL), elevated VLDL cholesterol, fasting chylomicrons, are at risk of developing pancreatitis, and do not adequately respond to dietary restrictions.[L8525] Gemfibrozil is also indicated to reduce the risk of developing coronary heart disease in patients with Type IIb hyperlipidemia without history or symptoms of coronary heart disease, who do not adequately respond to weight loss, diet, exercise, and other medications, and have low HDL, raised LDL, and raised triglycerides.[L8525]"	P06858; Q9NPD5; P02766; O94956; Q8TCC7; Q07869; P13945; Q9Y6L6
DB01242	Clomipramine	investigational; vet_approved; approved	2801	-	"May be used to treat obsessive-compulsive disorder and disorders with an obsessive-compulsive component (e.g. depression, schizophrenia, Tourette?s disorder).  Unlabeled indications include: depression, panic disorder, chronic pain (e.g. central pain, idiopathic pain disorder, tension headache, diabetic peripheral neuropathy, neuropathic pain), cataplexy and associated narcolepsy (limited evidence), autistic disorder (limited evidence), trichotillomania (limited evidence), onchophagia (limited evidence), stuttering (limited evidence), premature ejaculation, and premenstrual syndrome. "	P18825; P10635; P28223; P35462; P09211; P11229; Q99720; Q01959; P21728; P08913; P14416; P23975; P08172; P08173; P28335; P18089; P41595; P35367; P35348; P25021; P25100; P20309; P08912; P31645
DB01243	Chloroxine	approved	2722	-	"Used in the treatment of dandruff and mild to moderately severe seborrheic dermatitis of the scalp."	P09917
DB01064	Isoprenaline	investigational; approved	3779	-	"For the treatment of mild or transient episodes of heart block that do not require electric shock or pacemaker therapy also used in management of asthma and chronic bronchitis"	P27986; Q9Y463; P28482; Q92569; P08588; P07550; O00459; P13945; P00441
DB01065	Melatonin	nutraceutical; vet_approved; approved	896	-	"Used orally for jet lag, insomnia, shift-work disorder, circadian rhythm disorders in the blind (evidence for efficacy), and benzodiazepine and nicotine withdrawal. Evidence indicates that melatonin is likely effective for treating circadian rhythm sleep disorders in blind children and adults. It has received FDA orphan drug status as an oral medication for this use. A number of studies have shown that melatonin may be effective for treating sleep-wake cycle disturbances in children and adolescents with mental retardation, autism, and other central nervous system disorders. It appears to decrease the time to fall asleep in children with developmental disabilities, such as cerebral palsy, autism, and mental retardation. It may also improve secondary insomnia associated with various sleep-wake cycle disturbances. Other possible uses for which there is some evidence for include: benzodiazepine withdrawal, cluster headache, delayed sleep phase syndrome (DSPS), primary insomnia, jet lag, nicotine withdrawal, preoperative anxiety and sedation, prostate cancer, solid tumors (when combined with IL-2 therapy in certain cancers), sunburn prevention (topical use), tardive dyskinesia, thrombocytopenia associated with cancer, chemotherapy and other disorders. "	P16083; P49286; P41595; P03372; Q92753; P27797; P48039; P11678
DB00599	Thiopental	approved; vet_approved	3000715	-	"For use as the sole anesthetic agent for brief (15 minute) procedures, for induction of anesthesia prior to administration of other anesthetic agents, to supplement regional anesthesia, to provide hypnosis during balanced anesthesia with other agents for analgesia or muscle relaxation, for the control of convulsive states during or following inhalation anesthesia or local anesthesia, in neurosurgical patients with increased intracranial pressure, and for narcoanalysis and narcosynthesis in psychiatric disorders."	O14764; O00519; P36544; P47869; P34903; P78334; Q13002; P18507; P18505; Q8N1C3; P14867; O00591; Q9UN88; P28472; P43681; Q494W8; P48169; Q16445; P47870; P20309; P31644; Q99928; P42262
DB00598	Labetalol	approved	3869	-	"Labetalol injections are indicated to control blood pressure in severe hypertension.[L7727] Labetalol tablets are indicated alone or in combination with antihypertensives like thiazides and loop diuretics to manage hypertension.[L7730]"	P10635; P18825; P08913; Q99720; P08908; Q01959; P41595; P18089; P08588; P25100; P35368; P07550; P23975; P35348; P13945; P30518
DB01060	Amoxicillin	vet_approved; approved	33613	-	"Amoxicillin alone is indicated to treat susceptible bacterial infections of the ear, nose, throat, genitourinary tract, skin, skin structure, and lower respiratory tract.[L11656,L11659] Amoxicillin is given with calvulanic acid to treat acute bacterial sinusitis, community acquired pneumonia, lower respiratory tract infections, acute bacterial otitis media, skin and skin structure infections, and urinary tract infections.[L11650,L7880,L11653] Amoxicillin is given with omeprazole in the treatment of _H. pylori_.[L9743,L11647]"	P02919; P0AEB2; P08506; P02918; P28223; P41595; P28335; P0AD68; P24228; P08581; P0AD65
DB01061	Azlocillin	approved	6479523	-	"For the treatment of infections caused by <i>Pseudomonas aeruginosa</i>, <i>Escherichia coli</i>, and <i>Haemophilus influenzae</i>."	Q07806; Q8XJ01
DB01062	Oxybutynin	investigational; approved	4634	-	"Oxybutynin is indicated for the symptomatic treatment of overactive bladder, which causes urge urinary incontinence and frequency, and urgency.  Oxybutynin may also be used for children aged 6 and above for the symptomatic management of detrusor muscle overactivity which has been found to be related to a neurological condition. Spina bifida is an example of a neurological condition in which oxybutynin may be used to control urinary symptoms.[L8648] On occasion, oxybutynin may be used off-label to relieve bladder spasms associated with ureteral stents or urinary catheters.[T689]"	P08172; P08173; P11229; Q99720; Q01959; P41595; P08912; P20309; P23975; P35462
DB01063	Acetophenazine	approved	17676	-	"For the treatment of disorganized and psychotic thinking. Also used to help treat false perceptions (e.g. hallucinations or delusions.)"	P10275; P21728; P14416
DB00593	Ethosuximide	approved	3291	-	"For the treatment of petit mal epilepsy."	Q9P0X4; O95180; O43497
DB00592	Piperazine	vet_approved; approved	4837	-	"Used as alternative treatment for ascariasis caused by <i>Ascaris lumbricoides</i> (roundworm) and enterobiasis (oxyuriasis) caused by <i>Enterobius vermicularis</i> (pinworm). It is also used to treat partial intestinal obstruction by the common roundworm, a condition primarily occurring in children."	P28472
DB00591	Fluocinolone acetonide	investigational; vet_approved; approved	6215	-	"Fluocinolone acetonide has been used extensively in different medical areas.    -In dermatology, it is extensively used for the relief of inflammatory dermatosis, dermatitis, psoriasis, hypertrophic tissues, keloid tissues and atopic dermatitis.[F1955]    -It has been used in shampoo products as a low to medium potency corticosteroid for the treatment of seborrheic dermatitis of the scalp.[L4682]    -In ear drops, it is used as a low to medium potency corticosteroid for the treatment of chronic eczematous external otitis in adults and pediatric patients 2 years and older.[L4683]    -As an intravitreal implant, it is indicated for the treatment of diabetic macular edema with patients that have been previously treated with a course of corticosteroids and no clinically significant rise in intraocular pressure.[L4684]    -Fluocinolone acetonide was announced on October 15, 2018 to be FDA approved for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye.[L4685]    -Some reports have indicated the use of fluocinolone acetonide as a vasoprotective agent and for its use in the treatment of first-degree hemorrhoids.[A39532]"	P04150; P04083; Q13255; P08758; P08185; P09525; P47712; P07355; P12429
DB00590	Doxazosin	approved	3157	-	"Doxazosin is indicated to treat the symptoms of benign prostatic hypertrophy, which may include urinary frequency, urgency, and nocturia, among other symptoms. In addition, doxazosin is indicated alone or in combination with various antihypertensive agents for the management of hypertension.[L7282] Off-label uses of doxazosin include the treatment of pediatric hypertension[A180634] and the treatment of ureteric calculi.[A180637]"	Q9NS40; Q12809; P18825; P28335; Q01959; P25100; P03956; P08913; P41595; P35368; P07550; P31645; P35348
DB01068	Clonazepam	illicit; approved	2802	-	"Clonazepam is indicated as monotherapy or as an adjunct in the treatment of Lennox-Gastaut syndrome (petit mal variant), akinetic, and myoclonic seizures [FDA Label] [F3787]. Furthermore, clonazepam may also be of some value in patients with absence spells (petit mal) who have failed to respond to succinimides [FDA Label] [F3787]. Additionally, clonazepam is also indicated for the treatment of panic disorder, with or without agoraphobia, as defined in the DSM-V [FDA Label].    Alternatively, some regional prescribing information note that clonazepam is indicated for all clinical forms of epileptic disease and seizures in adults, especially absence seizures (petit mal) including atypical absence, primary or secondarily generalised tonic-clonic (grand mal), tonic or clonic seizures, partial (focal) seizures with elementary or complex symptomatology, various forms of myoclonic seizures, myoclonus and associated abnormal movements [L5572, F3796]. Such regional label data also has clonazepam indicated for most types of epilepsy in infants and children, especially absences (petit mal), myoclonic seizures and tonic-clonic fits, whether due to primary generalized epilepsy or to secondary generalization of partial epilepsy [F3796].                                                                                                                                                                     "	Q9UN88; P24046; Q16445; P18507; P28476; A8MPY1; O00591; P18505; P48169; P14867; Q8N1C3; P47869; P47870; P28472; O75469; P30536; P31644; O14764; P34903; Q99928; P78334
DB01069	Promethazine	investigational; approved	4927	-	"Promethazine tablets and suppositories are indicated to treat rhinitis, allergic conjunctivitis, allergic reactions to blood or plasma, dermographism, anaphylactic reactions, sedation, nausea, vomiting, pain, motion sickness, and allergic skin reactions.[A189907,L4000] Promethazine cough syrup with phenylephrine and codeine is indicated to relieve cough and upper respiratory symptoms, and nasal congestion associated with allergy or the common cold.[L11326]"	P35462; P18825; P10635; P28223; Q99250; P41595; P06276; Q99720; Q15858; P21728; P35348; P08912; P08913; P14416; P23975; P08172; P08173; P28335; P18089; P35498; P35367; Q9NY46; P11229; Q13303; P25021; P25100; P20309; P08908; P31645; O00398
DB00595	Oxytetracycline	investigational; vet_approved; approved	54675779	-	"Oxytetracycline is indicated for treatment of infections caused by a variety of Gram positive and Gram negative microorganisms including <i>Mycoplasma pneumoniae, Pasteurella pestis, Escherichia coli, Haemophilus influenzae</i> (respiratory infections), and <i>Diplococcus pneumoniae</i>."	B5RH07; B1XG23; B1XG24; C0PYY2; B4TVU3; A8A7U8; A8A0R0; C4ZUG4; C4ZUG6; B1LHB3; P0A7T8; B5F3B9; P0A7T7; Q57GI9; P0A7T3; B1LHB8; A8A5B3; A8A5B4; A8A5B6; A8A5B9; B5YQ05; B5YQ04; B4TAV0; Q1R4V6; Q3YWU4; B5FHU4; B1IRQ1; Q0TD41; B7US99; P68684; P68685; P68682; B7MGC4; P68680; B1X6G3; B7LRT5; B1IPL2; B7LRT1; B7LRT0; B7LRT3; B7LRT2; A7ZTI7; B7NLN8; B7NLN3; B7NLN0; B7NLN6; B7NLN5; Q1R616; B1IQP9; Q3YWW5; Q31UV6; A1JQX1; Q3YWW0; B4TUF3; B4TUF2; B4TKM3; B6I1U8; A9MVN1; B1IQ03; B1IQ00; B1IQ05; Q0TCF3; C4ZQY2; B2TY75; B1LL30; B7M1C5; P60626; C0Q0C4; B4SXD8; Q0T058; B7NDS9; B7M1C4; Q31VW8; B7NDS5; B2U2T3; B5FJK8; B5FJK9; Q31VW7; B7N0W8; B7UK20; B5FJK3; B7L4J5; Q31W98; B7L4J7; Q31VW5; B7NDH0; B2U2T7; P0A7T9; B1LE15; B1LQM1; B6I208; B7NJS8; A8ARM4; Q31VY0; Q31VW0; Q5PK05; Q31VW1; C0Q2L0; A8A5E9; C4ZUG9; P0A7P2; P0A7P3; P0A7P0; P0A7P1; P0A7P6; P0A7P7; P0A7P4; P0A7P5; P0A7P8; P0A7P9; B5R9F0; A8A698; B1JM17; A7ZSC4; A8AHA8; B4TXD6; B4TXD7; B6I3L3; B4TXD1; P0AG55; A7MNZ2; A4THT0; C4ZSS5; B4T4N1; Q2NWE7; Q321K8; B7M1L8; C0Q6G0; Q57J43; C4ZSW8; B5RGF1; Q31UZ0; P62401; Q0T9J1; P0C020; A9MN59; B7LHT8; B6I1Q9; B5QVW5; B4TN08; B5QVW6; B5R286; P62400; A9MX79; B4TGH3; B5QUQ1; P0AG47; B2U2S2; B5FN11; A9MFC1; B7NLM3; B7NLM7; B7NLM8; Q3YWT0; P0C021; B4TFD7; B6I2A8; A9N5Y8; A7ZMI4; A7MPI4; B5R0S0; Q0TCE5; Q0TCE4; Q0TCE7; Q0TCE6; A7ZSL7; B5RAX0; B5RAX1; P68686; B7N1C3; A1AGJ3; B6I242; B5YTP0; A7FE70; B7NKU2; B5YTP9; Q1R6F0; Q31VU7; P0A7L6; P0A7L7; P0A7L4; B7MFJ7; P0A7L3; P0A7L0; C4ZYH8; C4ZYH9; P68681; A7ZRU7; A9MSY7; B1LF57; P68679; B1XDV2; P0AG63; P0AG64; B1IPY3; A1AGM9; P0AG67; P0ADZ0; A7ZSK8; A7ZSK6; B7MCT2; B7MCT1; A7ZSK5; B7N1A3; A7ZSK3; B7N1A1; Q32B52; B5R285; P0A7K2; Q1R632; B5R280; A7ZTQ9; Q1R636; B7LZL5; Q1R638; B6I233; B6I230; B6I231; B1X970; Q5PKX8; A7ZV73; B7M1P3; B7LK45; B1X6H0; B7L759; B1LHE2; B1LGF2; P0A7U5; P0A7U4; P0A7U7; P0A7U6; P0A7U1; P0A7U0; P0A7U3; P0A7U2; B7LHP9; A8A5A9; B7MCS9; A8A5A4; B5FJA6; B7MCS3; A8GJV2; B5FJA5; B5F7T9; B5F7T4; B7NR05; A8AQL8; B7L6J0; A8AQL3; B7MST2; B7LH01; A8AQL0; Q0SZX5; B4SUS9; B7MBV5; B7UIX3; B1X6G8; P60429; A1AGI5; Q329M1; P60422; P60423; B1X6G0; B1X6G1; B1X6G6; B1X6G7; P60424; A6TG05; Q31TD3; B5F8G0; B6I225; B5YT13; B5YT15; A9R7E4; B4TZX8; Q32FI2; Q1R6B0; B7NDV0; B1IZF7; Q3YWW3; Q3YXH8; B5YSV6; Q32BQ2; Q0SYG4; Q57IA6; B7NKQ3; C4ZYY0; B2VCV9; Q6D9D4; B5EYX3; A6TAI4; B7UK18; A1AGI7; B7M1N1; B7N0V1; Q1R609; B7NDK8; Q0SX84; Q31VX2; B4TKL4; Q31VX7; B2U2U9; B7UMH0; Q0TCE2; P0A7M6; B4EW58; B4TKL0; P0A7Q1; P0A7Q0; P0A7Q3; P0A7Q2; P0A7Q5; P0A7Q4; P0A7Q7; P0A7Q6; P0A7Q9; P0A7Q8; A9MSZ2; A9MSZ3; B4TXE1; B5FJM2; B7NDR6; Q57HZ9; B5F6A5; Q3YWB1; A8A599; Q0TCS4; B2VF69; B7LRS4; B7LRS5; B7LRS7; B7LRS0; B7LHZ8; B1XG70; B7LVJ7; Q0T098; B7LHZ6; A8A5C2; B7M100; B7M102; Q57J38; B5RH26; B5RH21; B5RH20; B2K2I4; B7MVJ4; B7MVJ5; P0A7V8; A9MKN8; P0A7V9; B7LLY4; B1LHD3; Q0THB3; B1LHB0; B6I437; B7NEU0; B7NLL4; B7NLL6; C4ZUG3; B4SUT9; Q3YWU0; Q3YWU3; Q3YWU2; Q0T003; B4SUT4; Q3YWU8; A7MPF5; Q0T006; A4W5T1; B7NLN4; B7UK52; A7MPH5; P0A7L5; B2U1G8; A7MPH2; Q0TCF0; Q31W63; A7MPH8; Q0TCF7; P02413; A9MN54; Q1C365; B7N102; P60624; P60625; Q5PJ56; P0A7M2; P0A7M9; B7MCR9; B1IPY8; B7N0U4; A1AGJ7; A6TE47; B1IPY0; B1XHG2; B1IPY2; B1IPY5; B1IPY4; Q329B5; P0ADZ4; A8AQC0; A1ABQ0; A7ZSJ8; A7ZSJ7; A7ZSJ3; B6I229; B6I228; Q1R358; Q1R604; B7NTQ7; Q1R607; B6I223; B6I222; B5R5G0; B4T679; A9N520; A8A4M2; Q5PIW1; B2U1Z1; B5F7G0; A6TEV6; B7MB01; B1LHD1; B1IQT7; B4TXF0; C4ZUE9; P0A7V0; B7N181; P0A7V3; P0A7V4; P0A7V5; P0A7V6; P0A7V7; Q1R6R5; B7NLP7; B5RFY6; P0AG66; A1AGC3; B7MCR0; P68683; B7MCR2; A7ZSK4; Q0SZY8; B7N0L5; B1LGQ0; Q0SZY6; B7L847; Q0TCN6; B5YXA7; B7NGD6; Q32B55; B4SYA9; Q0THB2; B1X6F1; B7NDR8; Q32B57; B7UK28; B7MCT0; B7NPE2; B7ULJ1; B7NT61; B7NT60; B5F8F1; B4T9C1; A7ZSK0; B5YRA5; B7LI05; B1IPZ5; B7N1A0; B7LQD9; B5YTM5; B7M092; C0Q0A5; A8AQJ9; Q5PKU5; B5BGY1; B5BGY0; B5YTM9; Q3YUE5; P60725; A9MJT9; B1IT04; P60726; B5FSA3; P60723; P0A7K6; B7N2E8; A4WEK0; P61179; P61178; B6I3T6; B2U2S9; B2U2S6; B2U2S7; B1LGJ6; P61177; C4ZUH1; C4ZUH2; Q32B24; B7LS48; B1IPL1; A4WFC2; Q328J7; B4TKK4; B7UQL1; B2U2T2; B4TKK9; Q31VW2; B2U2T5; B2U2T4; Q5PC32; A8A539; P0C018; Q2EEQ2; Q0SYP3; B2U1V5; Q0TBH3; P0ADY3; P0A7R9; P0AG48; P0AG49; P0AG46; P0A7R5; P0AG44; P0AG45; P0A7R0; A6THB3; B2TTV0; B2VGJ7; P0C019; B7MCV7; P60438; B7MLK7; B5BGY5; B5FJL3; B5YWD4; B7NDU0; B7N276; B5BG21; Q31VY2; Q57J33; B7LRR3; B7LRR1; B7N554; B7N553; C4ZXM8; B1X6F6; P0AA10; B7ND54; B7M1N3; B7MCT4; Q32BE7; B7M1N0; Q1R5U1; C4ZUF4; Q57J24; C4ZUF1; B4TI60; A8A0Q9; B5RH16; C4ZUF9; B1LHC8; B1LHC9; A8A5C0; A8A5C1; B7M0U2; A8A5C4; B1LHC2; B1LHC3; P0AG65; B1LHC5; C4ZUH4; A7ZS83; B5F7F9; A9MFK9; A9N240; B5FM60; B5BKL1; B7M4C0; B4SUU8; Q3YWV0; Q3YWV1; Q3Z264; Q3Z265; B7MAS6; B7MAS7; B4TT35; B4T3F3; Q0TCG7; Q0TCG5; Q0TCG2; B7UK43; B1LHD0; B7UK41; B7UK40; Q5PH91; Q5PH90; B7L4L7; A6TEN8; B5YS75; B7M555; Q665U4; P0ADY7; C6DKG8; B5BA39; B5BGZ4; C0Q0B5; A9MN48; C0Q0B0; C0Q0B1; P0A7N1; P0A7N4; B1IPZ1; P0A7N9; A1AGK0; A1AGK3; A1AGK2; A1AGK5; A1AGK4; B7UK38; A1AGK6; A7MM78; B2TUS5; B7UK32; B7L4K6; B7L4K4; B7L4K5; B7L4K3; B7L4K0; A8AMJ6; B7UJW2; A7ZSI3; A7ZSI5; B7L4K8; B6I218; A8APV6; Q57PV1; Q57PV0; B6I210; Q1R612; Q1R610; B7LR53; B5BIL5; Q5PIV7; Q5PIV3; B1IX36; A6TEW1; A6TEW0; B7LQ74; B7LQ73; B1X9T1; Q5PIV8; P0A7W7; B7MCS6; B1XHK3; B1LE14; B7N192; P0A7W1; P0A7W0; Q1R626; B7N199; B7N198; C0Q1W9; B4F277; C4ZR79; Q31WW9; C5BF78; B7M9G4; P0A7L8; Q1CME3; Q0SZZ4; Q0SZZ1; Q0SZZ3; A8AQJ1; Q0SZZ8; B7M1M2; B7M1M3; B5EXE1; B7M1M5; B1IPZ0; B7M1M8; B7M1M9; B5BI10; B1X6E6; B5QZ45; P60724; P0AG51; B1X6E8; P60727; P0AG50; P02358; P02359; P0A7X3; Q57J53; P0A7X4; P0A7X5; B7MBZ1; A9MPV4; A8A5A1; B5F8E7; Q1RB79; B5YTN0; B5YTN2; B5YTN5; B5YTN6; B5YTN7; B5YTN8; B7L6I9; A8A6G4; B6IBD5; B6IBD4; B2U395; B2U394; P68919; B4T4N0; B1LK73; B7UJ79; Q0T0J8; B2U2R5; B7UK39; Q57JQ0; B2U2R3; B1IPV7; A8AQL2; Q32B32; Q32B37; Q32B36; Q32B35; B5Z2K7; Q3YWU5; B7UK35; Q0T008; A8A501; B7LCR3; A4WFD5; B5REG7; A9N241; P0A7J7; Q31VV9; B7NF20; B7NDT6; B4TGH4; Q31VV7; A7ZSI8; B5R290; C0Q644; C4ZUH0; P0A7J3; P61176; P0A7S9; P0A7S8; P0AG59; P61175; P0A7S3; Q1RB78; P0A7S7; P0A7S6; P0A7S5; P0A7S4; Q32B47; Q3YVZ8; Q32B43; Q32B40; B4SUT5; B7NDT0; Q1R620; B7NDT2; B7NDT5; B7NDT7; Q1R4N3; B7NDT8; P62399; B5R299
DB00594	Amiloride	approved	16231	-	"For use as adjunctive treatment with thiazide diuretics or other kaliuretic-diuretic agents in congestive heart failure or hypertension."	P21397; P19634; P07306; P78348; P00749; P37088; Q9Y5S1; Q14940; Q9HCX4; P51170; P51172; Q16515; Q9P0L9; P51168; P29274; Q9UHC3
DB00449	Dipivefrin	approved	3105	-	"Dipivefrin is a prodrug which is used as initial therapy for the control of intraocular pressure in chronic open-angle glaucoma."	P22303; P06276; P18825; P25100; P08588; P13945; P18089; P35368; P07550; P30043; P35348; P08913
DB00448	Lansoprazole	investigational; approved	3883	-	"Lansoprazole is used to reduce gastric acid secretion and is approved for short term treatment of active gastric ulcers, active duodenal ulcers, erosive reflux oesophagitis, symptomatic gastroesophageal reflux disease, and non-steroidal anti-inflammatory drug (NSAID) induced gastric and duodenal ulcers. [A4892][A177065][FDA Label]  It may be used in the maintenance and healing of several gastric conditions including duodenal ulcers, NSAID related gastric ulcers, and erosive esophagitis.[FDA Label] Lansoprazole prevents recurrence of gastric ulcers in patients who have a documented history of gastric ulcers who also use NSAIDs chronically. [FDA Label]  Predictably, it is also useful in the management of hypersecretory conditions including Zollinger-Ellison syndrome. [FDA Label]  Lansoprazole is effective at eradicating H. pylori when used in conjunction with amoxicillin and clarithromycin (triple therapy) or with amoxicillin alone (dual therapy). [FDA Label]"	P20648; P10635; P10636; P33261; Q96RI0; P51164
